CustomerKey,Total Sales,Total Cost,Profit,Profit Margin,Total Transaction,No Of Days
13446,2354.99,1278.7095,1076.2804999999998,45.70%,2,1
13447,2351.9599999999996,1273.2880999999998,1078.6718999999998,45.86%,3,1
13448,21.98,8.2205,13.759500000000001,62.60%,1,1
13449,2344.959999999999,1270.6701999999998,1074.2897999999993,45.81%,4,1
13450,2329.9799999999996,1265.0675999999999,1064.9123999999997,45.70%,2,1
13452,2356.9499999999994,1279.4425999999999,1077.5073999999995,45.72%,4,1
13453,2394.9699999999993,1293.6620999999998,1101.3078999999996,45.98%,4,1
13454,2344.2599999999998,1274.6965,1069.5634999999997,45.62%,3,1
13455,2349.9199999999996,1276.8133,1073.1066999999996,45.67%,3,1
13456,2400.9499999999994,1319.2546,1081.6953999999994,45.05%,4,1
13458,44.910000000000004,16.7964,28.113600000000005,62.60%,4,1
13460,2294.99,1251.9813,1043.0086999999999,45.45%,1,1
13461,2294.99,1251.9813,1043.0086999999999,45.45%,1,1
13464,2319.99,1265.6195,1054.3704999999998,45.45%,1,1
13467,21.98,8.2205,13.759500000000001,62.60%,1,1
13468,2444.959999999999,1332.1543999999997,1112.8055999999995,45.51%,5,1
13471,30.97,15.1428,15.8272,51.10%,2,1
13472,2518.9799999999996,1340.0418,1178.9381999999996,46.80%,4,1
13473,2318.959999999999,1260.9461999999999,1058.0137999999993,45.62%,4,1
13474,83.94999999999999,31.397499999999997,52.552499999999995,62.60%,5,2
13476,75.97,49.7928,26.1772,34.46%,2,1
13477,2329.9799999999996,1265.0675999999999,1064.9123999999997,45.70%,2,1
13478,2454.9699999999993,1316.1020999999998,1138.8678999999995,46.39%,4,1
13480,81.46000000000001,30.466099999999997,50.99390000000001,62.60%,3,1
13484,2369.9699999999993,1280.0238999999997,1089.9460999999997,45.99%,4,1
13485,36.96,13.8231,23.1369,62.60%,3,1
13486,104.96,39.2552,65.70479999999999,62.60%,4,2
13487,2351.9599999999996,1273.2880999999998,1078.6718999999998,45.86%,3,1
13488,141.98,53.100500000000004,88.87949999999998,62.60%,2,1
13489,2297.2799999999997,1252.8378,1044.4421999999997,45.46%,2,1
13490,56.97,21.3068,35.6632,62.60%,2,1
13491,14.98,5.6026,9.377400000000002,62.60%,2,1
13492,2318.959999999999,1264.5061999999998,1054.4537999999993,45.47%,4,1
13493,48.96,18.3112,30.6488,62.60%,4,2
13494,39.980000000000004,14.9526,25.027400000000004,62.60%,2,1
13495,57.95,25.2335,32.7165,56.46%,5,2
13496,36.59,13.6847,22.905300000000004,62.60%,2,1
13497,39.980000000000004,14.9526,25.027400000000004,62.60%,2,1
13499,133.49,49.9253,83.56470000000002,62.60%,2,1
13501,39.980000000000004,14.9526,25.027400000000004,62.60%,2,1
13503,101.24999999999999,37.8677,63.38229999999999,62.60%,5,2
13505,68.97,25.7949,43.1751,62.60%,3,1
13507,43.97,16.4449,27.5251,62.60%,3,2
13508,128.97,71.5909,57.379099999999994,44.49%,3,1
13509,48.96,18.3112,30.6488,62.60%,4,2
13510,94.47999999999999,35.3356,59.14439999999999,62.60%,2,1
13517,2049.0982,1105.81,943.2882,46.03%,1,1
13519,2443.35,1554.9479,888.4021,36.36%,1,1
13520,2479.94,1568.6326,911.3074000000001,36.75%,3,1
13521,2443.35,1554.9479,888.4021,36.36%,1,1
13522,59.980000000000004,22.4326,37.5474,62.60%,2,2
13523,67.25999999999999,25.155399999999997,42.10459999999999,62.60%,4,2
13524,2457.3299999999995,1560.1764999999998,897.1534999999997,36.51%,3,1
13525,2535.809999999999,1610.9080999999999,924.9018999999992,36.47%,5,1
13526,4549.759599999999,2685.8900999999996,1863.8694999999998,40.97%,3,2
13527,2049.0982,1105.81,943.2882,46.03%,1,1
13528,2071.4196,1117.8559,953.5637000000002,46.03%,1,1
13529,2071.4196,1117.8559,953.5637000000002,46.03%,1,1
13533,68.97,47.1749,21.795099999999998,31.60%,3,1
13540,2400.929999999999,1299.4511999999997,1101.4787999999992,45.88%,6,1
13541,2396.939999999999,1294.3989,1102.5410999999992,46.00%,6,1
13544,39.47,14.7619,24.708099999999998,62.60%,3,1
13549,94.47999999999999,35.3356,59.14439999999999,62.60%,2,1
13550,69.99,26.1763,43.8137,62.60%,1,1
13551,2049.0982,1105.81,943.2882,46.03%,1,1
13553,2071.4196,1117.8559,953.5637000000002,46.03%,1,1
13554,2071.4196,1117.8559,953.5637000000002,46.03%,1,1
13555,2334.459999999999,1266.7432,1067.7167999999992,45.74%,4,1
13556,2329.9799999999996,1265.0675999999999,1064.9123999999997,45.70%,2,1
13557,2071.4196,1117.8559,953.5637000000002,46.03%,1,1
13558,2381.9599999999996,1288.7963,1093.1636999999996,45.89%,4,1
13559,2329.9799999999996,1269.3558,1060.6241999999995,45.52%,2,1
13560,2334.9699999999993,1271.2221,1063.7478999999994,45.56%,3,1
13561,2049.0982,1105.81,943.2882,46.03%,1,1
13562,2049.0982,1105.81,943.2882,46.03%,1,1
13566,13.98,8.7886,5.1914,37.13%,2,1
13568,119.97999999999999,64.6686,55.31139999999999,46.10%,2,1
13569,48.970000000000006,21.8749,27.095100000000006,55.33%,3,1
13571,144.47,73.8279,70.6421,48.90%,3,1
13573,119.97999999999999,64.6686,55.31139999999999,46.10%,2,1
13574,39.980000000000004,14.9526,25.027400000000004,62.60%,2,1
13575,4819.289999999999,2807.7455,2011.544499999999,41.74%,9,2
13576,4752.519999999999,2761.3933999999995,1991.1265999999991,41.90%,6,2
13577,4725.32,2751.2206,1974.0993999999996,41.78%,6,2
13579,2329.9799999999996,1269.3558,1060.6241999999995,45.52%,2,1
13580,2354.9799999999996,1278.7058,1076.2741999999996,45.70%,2,1
13581,4796.519999999999,2782.1376,2014.3823999999986,42.00%,7,2
13582,68.97,25.7949,43.1751,62.60%,3,1
13583,4797.019999999999,2785.8846,2011.1353999999988,41.92%,7,2
13584,2329.9799999999996,1265.0675999999999,1064.9123999999997,45.70%,2,1
13585,2370.9599999999996,1301.7740999999999,1069.1858999999997,45.10%,3,1
13586,8.99,6.9223,2.0677000000000003,23.00%,1,1
13590,2329.9799999999996,1265.0675999999999,1064.9123999999997,45.70%,2,1
13591,2334.9699999999993,1271.2221,1063.7478999999994,45.56%,3,1
13592,4774.039999999999,2773.7299999999996,2000.3099999999995,41.90%,4,2
13595,4729.029999999999,2752.6081,1976.421899999999,41.79%,5,2
13596,9.99,3.7363,6.2537,62.60%,1,1
13599,14.98,5.6026,9.377400000000002,62.60%,2,1
13600,2419.949999999999,1322.8007,1097.149299999999,45.34%,5,1
13602,2378.949999999999,1291.2306999999998,1087.719299999999,45.72%,5,1
13603,133.94000000000003,69.8898,64.05020000000003,47.82%,6,2
13605,2294.99,1251.9813,1043.0086999999999,45.45%,1,1
13606,2334.9699999999993,1271.2221,1063.7478999999994,45.56%,3,1
13607,2322.2799999999997,1266.476,1055.8039999999996,45.46%,2,1
13610,44.980000000000004,16.8226,28.157400000000003,62.60%,2,1
13612,33.98,12.7086,21.271399999999996,62.60%,2,1
13613,97.27,36.3791,60.890899999999995,62.60%,3,2
13614,86.92999999999999,32.5119,54.418099999999995,62.60%,3,2
13615,86.92999999999999,36.0719,50.85809999999999,58.50%,3,2
13616,2049.0982,1105.81,943.2882,46.03%,1,1
13617,62.940000000000005,23.5396,39.400400000000005,62.60%,2,1
13618,2049.0982,1105.81,943.2882,46.03%,1,1
13619,2049.0982,1105.81,943.2882,46.03%,1,1
13620,2049.0982,1105.81,943.2882,46.03%,1,1
13622,2071.4196,1117.8559,953.5637000000002,46.03%,1,1
13623,3.99,1.4923,2.4977,62.60%,1,1
13624,59.980000000000004,22.4326,37.5474,62.60%,2,1
13625,2049.0982,1105.81,943.2882,46.03%,1,1
13626,2049.0982,1105.81,943.2882,46.03%,1,1
13627,94.25,60.189699999999995,34.060300000000005,36.14%,5,2
13628,32.269999999999996,12.0691,20.200899999999997,62.60%,3,1
13629,2049.0982,1105.81,943.2882,46.03%,1,1
13630,2071.4196,1117.8559,953.5637000000002,46.03%,1,1
13631,2049.0982,1105.81,943.2882,46.03%,1,1
13632,2071.4196,1117.8559,953.5637000000002,46.03%,1,1
13633,2049.0982,1105.81,943.2882,46.03%,1,1
13635,32.269999999999996,12.0691,20.200899999999997,62.60%,3,1
13636,2071.4196,1117.8559,953.5637000000002,46.03%,1,1
13637,2049.0982,1105.81,943.2882,46.03%,1,1
13638,2049.0982,1105.81,943.2882,46.03%,1,1
13639,188.96,70.6712,118.28880000000001,62.60%,5,3
13640,32.269999999999996,12.0691,20.200899999999997,62.60%,3,1
13641,144.74,75.51299999999999,69.22700000000002,47.83%,6,2
13642,79.97,49.7049,30.265099999999997,37.85%,3,2
13643,2071.4196,1117.8559,953.5637000000002,46.03%,1,1
13644,2071.4196,1117.8559,953.5637000000002,46.03%,1,1
13645,2049.0982,1105.81,943.2882,46.03%,1,1
13646,2049.0982,1105.81,943.2882,46.03%,1,1
13647,2049.0982,1105.81,943.2882,46.03%,1,1
13648,2049.0982,1105.81,943.2882,46.03%,1,1
13649,2049.0982,1105.81,943.2882,46.03%,1,1
13650,2049.0982,1105.81,943.2882,46.03%,1,1
13651,2049.0982,1105.81,943.2882,46.03%,1,1
13652,30.97,11.582799999999999,19.3872,62.60%,2,1
13653,2365.2299999999996,1282.5393,1082.6906999999997,45.78%,4,1
13657,2375.9499999999994,1305.6163999999997,1070.3335999999997,45.05%,4,1
13658,2344.2599999999998,1274.6965,1069.5634999999997,45.62%,3,1
13659,65.96000000000001,24.6691,41.29090000000001,62.60%,3,1
13660,2351.9599999999996,1273.2880999999998,1078.6718999999998,45.86%,3,1
13662,839.48,445.9547,393.5253,46.88%,2,1
13663,15.23,5.6961,9.5339,62.60%,3,1
13667,819.48,458.2707,361.20930000000004,44.08%,2,1
13668,106.25999999999999,43.3014,62.95859999999999,59.25%,4,2
13669,102.42999999999999,38.3089,64.12109999999998,62.60%,3,2
13670,54.47,20.3719,34.0981,62.60%,3,2
13672,119.97999999999999,64.6686,55.31139999999999,46.10%,2,1
13674,148.47,76.9079,71.5621,48.20%,3,1
13675,49.970000000000006,18.6889,31.281100000000006,62.60%,3,1
13676,36.269999999999996,13.565100000000001,22.704899999999995,62.60%,3,1
13682,15.23,5.6961,9.5339,62.60%,3,1
13685,2365.9499999999994,1278.5203999999999,1087.4295999999995,45.96%,5,1
13686,2374.9799999999996,1286.1858,1088.7941999999996,45.84%,2,1
13688,27.279999999999998,10.2028,17.077199999999998,62.60%,2,1
13694,71.58000000000001,26.771,44.80900000000001,62.60%,3,1
13695,35,13.09,21.91,62.60%,1,1
13696,48.970000000000006,21.8749,27.095100000000006,55.33%,3,1
13697,2342.9199999999996,1274.1953999999998,1068.7245999999998,45.62%,4,1
13698,32.269999999999996,12.0691,20.200899999999997,62.60%,3,1
13701,36.59,13.6847,22.905300000000004,62.60%,2,1
13703,74.98,28.042599999999997,46.93740000000001,62.60%,3,1
13704,554.97,300.18230000000005,254.78769999999997,45.91%,3,1
13708,108.95999999999998,40.751200000000004,68.20879999999997,62.60%,5,2
13717,74.98,28.042599999999997,46.93740000000001,62.60%,3,1
13719,1129.48,716.4421,413.03790000000004,36.57%,2,1
13732,73.96,49.0412,24.91879999999999,33.69%,4,2
13741,769.49,419.7784,349.71160000000003,45.45%,1,1
13742,2988.3224999999998,1754.4012999999998,1233.9212,41.29%,5,2
13744,2959.0025,1743.4355,1215.567,41.08%,3,2
13745,3282.8099999999995,1964.7336999999998,1318.0762999999997,40.15%,5,2
13746,3250.1099999999997,1952.5039,1297.6060999999997,39.92%,5,2
13747,3045.5324999999993,1775.7978,1269.7346999999993,41.69%,4,2
13748,71.97,46.7128,25.257199999999997,35.09%,2,1
13749,21.98,8.2205,13.759500000000001,62.60%,1,1
13750,71.97,46.7128,25.257199999999997,35.09%,2,1
13751,68.97,47.1749,21.795099999999998,31.60%,3,1
13756,298.49000000000007,133.01569999999998,165.47430000000008,55.44%,13,4
13758,237.87,88.9635,148.9065,62.60%,6,2
13759,100.46,37.5721,62.887899999999995,62.60%,4,1
13760,92.25,34.50170000000001,57.74829999999999,62.60%,6,2
13761,46.47,17.3798,29.0902,62.60%,2,1
13762,36.59,13.6847,22.905300000000004,62.60%,2,1
13764,74.98,28.042599999999997,46.93740000000001,62.60%,3,1
13766,819.48,458.2707,361.20930000000004,44.08%,2,1
13768,2341.97,1273.84,1068.1299999999999,45.61%,2,1
13769,2354.99,1278.7095,1076.2804999999998,45.70%,2,1
13770,2309.9699999999993,1257.5838999999999,1052.3860999999995,45.56%,3,1
13771,2378.959999999999,1286.9461999999996,1092.0137999999995,45.90%,5,1
13774,814.47,436.60099999999994,377.8690000000001,46.39%,3,1
13776,70.57,26.3933,44.1767,62.60%,4,2
13778,819.48,458.2707,361.20930000000004,44.08%,2,1
13779,881.44,461.6478,419.79220000000004,47.63%,5,1
13781,109.95999999999998,41.12520000000001,68.83479999999997,62.60%,5,2
13782,2344.959999999999,1270.6701999999998,1074.2897999999993,45.81%,4,1
13785,121.82999999999998,45.5647,76.26529999999998,62.60%,8,2
13787,59.980000000000004,22.432599999999997,37.54740000000001,62.60%,2,1
13788,33.98,12.7086,21.271399999999996,62.60%,2,1
13789,819.48,458.2707,361.20930000000004,44.08%,2,1
13790,819.48,458.2707,361.20930000000004,44.08%,2,1
13791,71.58000000000001,26.771,44.80900000000001,62.60%,3,1
13793,839.48,445.9547,393.5253,46.88%,2,1
13795,779.48,423.51469999999995,355.96530000000007,45.67%,2,1
13799,828.47,465.193,363.27700000000004,43.85%,3,1
13800,819.48,458.2707,361.20930000000004,44.08%,2,1
13801,819.48,458.2707,361.20930000000004,44.08%,2,1
13802,79.46,29.718199999999996,49.7418,62.60%,5,1
13805,28.979999999999997,10.8386,18.141399999999997,62.60%,2,1
13806,893.94,486.11889999999994,407.8211000000001,45.62%,6,1
13807,928.49,479.2444,449.2456,48.38%,2,1
13808,828.47,465.193,363.27700000000004,43.85%,3,1
13809,113.96000000000001,62.4172,51.54280000000001,45.23%,4,1
13811,819.48,458.2707,361.20930000000004,44.08%,2,1
13812,819.48,458.2707,361.20930000000004,44.08%,2,1
13813,74.98,28.042599999999997,46.93740000000001,62.60%,3,1
13814,230.04000000000002,127.21119999999999,102.82880000000003,44.70%,7,2
13815,33.98,12.7086,21.271399999999996,62.60%,2,1
13816,215.25000000000003,103.8597,111.39030000000002,51.75%,6,1
13817,35,13.09,21.91,62.60%,1,1
13818,39.99,14.9563,25.033700000000003,62.60%,2,1
13819,35,13.09,21.91,62.60%,1,1
13822,2369.959999999999,1284.3084,1085.6515999999992,45.81%,4,1
13823,2374.9799999999996,1286.1858,1088.7941999999996,45.84%,2,1
13829,801.77,431.85119999999995,369.91880000000003,46.14%,3,1
13831,35,13.09,21.91,62.60%,1,1
13832,24.27,9.077,15.193,62.60%,2,1
13836,801.77,431.85119999999995,369.91880000000003,46.14%,3,1
13839,799.48,430.99469999999997,368.48530000000005,46.09%,2,1
13841,751.34,464.8071,286.53290000000004,38.14%,2,1
13842,826.46,441.0852,385.37480000000005,46.63%,3,1
13843,30.97,15.1428,15.8272,51.10%,2,1
13844,777.44,422.75169999999997,354.6883000000001,45.62%,2,1
13848,61.449999999999996,22.9824,38.4676,62.60%,4,1
13849,3084.5424999999996,1790.3875,1294.1549999999995,41.96%,4,2
13850,56.97,21.3068,35.6632,62.60%,2,1
13854,3247.8199999999997,1951.6473999999998,1296.1725999999999,39.91%,4,2
13855,3095.522499999999,1814.2901000000002,1281.232399999999,41.39%,5,2
13856,2982.0225,1755.605,1226.4175,41.13%,4,2
13860,54.970000000000006,20.558899999999998,34.411100000000005,62.60%,4,2
13862,2986.0424999999996,1753.5484999999999,1232.4939999999997,41.28%,3,2
13865,4533.522499999999,2598.2601,1935.2623999999992,42.69%,4,2
13866,4639.512499999999,2662.8405,1976.6719999999991,42.61%,7,2
13867,56.97,21.3068,35.6632,62.60%,2,1
13868,30.97,11.582799999999999,19.3872,62.60%,2,1
13870,3282.83,1964.7411,1318.0889,40.15%,3,2
13871,3060.522499999999,1801.2001,1259.322399999999,41.15%,5,2
13872,180.98,67.6865,113.2935,62.60%,2,1
13873,4765.629999999999,2785.2624,1980.3675999999991,41.56%,3,2
13877,3030.0324999999993,1773.5608,1256.4716999999994,41.47%,4,2
13882,3282.8099999999995,1964.7336999999998,1318.0762999999997,40.15%,5,2
13883,3021.0424999999996,1766.6385,1254.4039999999995,41.52%,3,2
13884,3043.0024999999996,1774.8515999999997,1268.1508999999999,41.67%,6,2
13885,4844.799999999999,2814.872,2029.9279999999994,41.90%,5,2
13886,4536.5425,2599.3896,1937.1528999999996,42.70%,3,2
13887,4763.34,2784.4058999999997,1978.9341000000004,41.55%,2,2
13889,3084.022499999999,1815.1331,1268.8893999999991,41.14%,5,2
13890,2982.0225,1752.045,1229.9775,41.25%,4,2
13891,85.48,31.969499999999996,53.51050000000001,62.60%,2,1
13892,3021.0424999999996,1766.6385,1254.4039999999995,41.52%,3,2
13893,21.98,8.2205,13.759500000000001,62.60%,1,1
13894,4810.289999999999,2797.6771,2012.6128999999992,41.84%,6,2
13895,4558.522499999999,2607.6101,1950.9123999999993,42.80%,4,2
13896,4775.629999999999,2784.7142,1990.9157999999993,41.69%,4,2
13897,4498.532499999999,2580.8855999999996,1917.6468999999997,42.63%,3,2
13898,4835.289999999999,2811.3152999999998,2023.9746999999993,41.86%,6,2
13899,21.98,8.2205,13.759500000000001,62.60%,1,1
13900,21.98,8.2205,13.759500000000001,62.60%,1,1
13901,66.96000000000001,25.0431,41.91690000000001,62.60%,3,1
13903,4511.5425,2585.7514,1925.7910999999995,42.69%,3,2
13904,4501.5525,2586.3033,1915.2491999999997,42.55%,2,2
13905,4548.522499999999,2619.3778999999995,1929.1445999999996,42.41%,4,2
13906,3021.0424999999996,1766.6385,1254.4039999999995,41.52%,3,2
13907,4596.5525,2617.5451000000003,1979.0073999999995,43.05%,3,2
13908,2294.99,1251.9813,1043.0086999999999,45.45%,1,1
13909,2344.959999999999,1270.6701999999998,1074.2897999999993,45.81%,4,1
13910,4526.522499999999,2591.354,1935.1684999999993,42.75%,5,2
13911,4548.522499999999,2619.3778999999995,1929.1445999999996,42.41%,4,2
13912,4548.022499999999,2603.6830999999997,1944.3393999999994,42.75%,4,2
13914,71.97,46.7128,25.257199999999997,35.09%,2,1
13915,3045.5324999999993,1775.7978,1269.7346999999993,41.69%,4,2
13917,3282.8099999999995,1964.7336999999998,1318.0762999999997,40.15%,5,2
13920,150.06,56.122600000000006,93.9374,62.60%,6,2
13923,56.97,21.3068,35.6632,62.60%,2,1
13924,29.93,11.1938,18.7362,62.60%,2,1
13925,3220.79,1941.5381,1279.2519,39.72%,3,2
13926,56.97,21.3068,35.6632,62.60%,2,1
13927,3021.0424999999996,1766.6385,1254.4039999999995,41.52%,3,2
13933,56.97,21.3068,35.6632,62.60%,2,1
13935,56.97,21.3068,35.6632,62.60%,2,1
13936,35,13.09,21.91,62.60%,1,1
13938,3071.0124999999994,1805.1233999999997,1265.8890999999996,41.22%,6,2
13939,3084.022499999999,1815.1331,1268.8893999999991,41.14%,5,2
13941,38.88,14.5412,24.338800000000003,62.60%,3,1
13942,56.97,21.3068,35.6632,62.60%,2,1
13944,107.85000000000001,40.3361,67.5139,62.60%,6,2
13945,56.97,21.3068,35.6632,62.60%,2,1
13947,4605.0425,2625.0086,1980.0338999999994,43.00%,5,2
13948,4562.032499999999,2604.6346,1957.3978999999995,42.91%,4,2
13949,4548.522499999999,2619.3778999999995,1929.1445999999996,42.41%,4,2
13953,2071.4196,1117.8559,953.5637000000002,46.03%,1,1
13955,2071.4196,1117.8559,953.5637000000002,46.03%,1,1
13957,2071.4196,1117.8559,953.5637000000002,46.03%,1,1
13958,2049.0982,1105.81,943.2882,46.03%,1,1
13959,2049.0982,1105.81,943.2882,46.03%,1,1
13960,2071.4196,1117.8559,953.5637000000002,46.03%,1,1
13962,40.22,15.0424,25.177599999999998,62.60%,4,1
13963,74.48,47.6516,26.828400000000002,36.02%,2,1
13964,2071.4196,1117.8559,953.5637000000002,46.03%,1,1
13965,2071.4196,1117.8559,953.5637000000002,46.03%,1,1
13966,2049.0982,1105.81,943.2882,46.03%,1,1
13967,2049.0982,1105.81,943.2882,46.03%,1,1
13968,2862.7395999999994,1597.6155999999999,1265.1239999999996,44.19%,5,2
13970,2049.0982,1105.81,943.2882,46.03%,1,1
13971,2049.0982,1105.81,943.2882,46.03%,1,1
13973,2835.6996,1587.5025999999998,1248.1970000000001,44.02%,5,2
13974,2867.7596,1620.873,1246.8865999999998,43.48%,3,2
13975,2841.4381999999996,1605.7471,1235.6910999999996,43.49%,3,2
13976,4511.5425,2585.7514,1925.7910999999995,42.69%,3,2
13977,4788.57,2789.5538,1999.0161999999996,41.75%,6,2
13978,4775.299999999999,2784.5908,1990.7091999999993,41.69%,5,2
13979,3282.83,1964.7411,1318.0889,40.15%,3,2
13980,56.97,21.3068,35.6632,62.60%,2,1
13981,88.98,54.6586,34.321400000000004,38.57%,2,1
13982,34.99,13.0863,21.9037,62.60%,1,1
13983,145.42000000000002,75.76729999999999,69.65270000000002,47.90%,7,1
13984,3282.83,1964.7411,1318.0889,40.15%,3,2
13985,30.97,11.582799999999999,19.3872,62.60%,2,1
13986,893.47,487.527,405.94300000000004,45.43%,3,1
13989,46.47,17.3798,29.0902,62.60%,2,1
13990,893.47,487.527,405.94300000000004,45.43%,3,1
13992,801.77,431.85119999999995,369.91880000000003,46.14%,3,1
13993,804.48,432.86469999999997,371.61530000000005,46.19%,2,1
13994,2071.4196,1117.8559,953.5637000000002,46.03%,1,1
13995,34.99,13.0863,21.9037,62.60%,1,1
13996,31.27,11.6951,19.5749,62.60%,3,1
13997,2071.4196,1117.8559,953.5637000000002,46.03%,1,1
13998,97.97,61.5809,36.3891,37.14%,3,1
13999,2294.99,1251.9813,1043.0086999999999,45.45%,1,1
14002,85.48,31.969499999999996,53.51050000000001,62.60%,2,1
14005,2318.959999999999,1260.9461999999999,1058.0137999999993,45.62%,4,1
14006,2294.99,1251.9813,1043.0086999999999,45.45%,1,1
14007,3772.4096,2200.3659,1572.0437000000002,41.67%,2,2
14008,34.99,13.0863,21.9037,62.60%,1,1
14010,3861.3895999999995,2255.0244999999995,1606.3651,41.60%,4,2
14011,3831.8895999999995,2222.6114999999995,1609.2781,42.00%,4,2
14012,2826.4381999999996,1580.3410999999999,1246.0970999999997,44.09%,3,2
14013,103.46,58.4902,44.96979999999999,43.47%,4,1
14014,34.99,13.0863,21.9037,62.60%,1,1
14015,24.99,9.3463,15.643699999999999,62.60%,1,1
14017,848.47,452.877,395.593,46.62%,3,1
14020,2071.4196,1117.8559,953.5637000000002,46.03%,1,1
14021,21.98,8.2205,13.759500000000001,62.60%,1,1
14024,902.46,494.4493,408.01070000000004,45.21%,4,1
14030,2071.4196,1117.8559,953.5637000000002,46.03%,1,1
14031,2049.0982,1105.81,943.2882,46.03%,1,1
14032,2071.4196,1117.8559,953.5637000000002,46.03%,1,1
14033,2071.4196,1117.8559,953.5637000000002,46.03%,1,1
14036,839.48,445.9547,393.5253,46.88%,2,1
14037,898.46,491.3693,407.0907,45.31%,4,1
14038,2049.0982,1105.81,943.2882,46.03%,1,1
14039,2049.0982,1105.81,943.2882,46.03%,1,1
14040,31.97,11.9568,20.013199999999998,62.60%,2,1
14041,2351.9599999999996,1273.2880999999998,1078.6718999999998,45.86%,3,1
14043,56.97,21.3068,35.6632,62.60%,2,1
14044,2357.2799999999997,1279.566,1077.7139999999997,45.72%,3,1
14045,2049.0982,1105.81,943.2882,46.03%,1,1
14046,3340.2596,1914.579,1425.6806,42.68%,3,2
14047,3321.2596,1886.0929999999998,1435.1666,43.21%,3,2
14048,2813.7696,1579.3007,1234.4689,43.87%,2,2
14049,2947.7495999999996,1629.4092999999998,1318.3402999999998,44.72%,5,2
14050,3295.2596,1879.9289999999999,1415.3306,42.95%,3,2
14051,3286.918199999999,1869.5516999999998,1417.3664999999994,43.12%,5,2
14052,86.25999999999999,55.617399999999996,30.642599999999995,35.52%,4,2
14053,86.25999999999999,55.617399999999996,30.642599999999995,35.52%,4,2
14055,2049.0982,1105.81,943.2882,46.03%,1,1
14056,24.49,9.1593,15.330699999999998,62.60%,1,1
14058,3355.2396,1898.8016,1456.4379999999999,43.41%,5,2
14059,74.48,47.6516,26.828400000000002,36.02%,2,1
14060,49.99,38.4923,11.497700000000002,23.00%,1,1
14061,82.25999999999999,50.5614,31.698599999999992,38.53%,4,2
14062,3272.9381999999996,1864.3230999999998,1408.6150999999998,43.04%,3,2
14063,3321.2596,1886.0929999999998,1435.1666,43.21%,3,2
14064,3375.2495999999996,1927.6653,1447.5842999999998,42.89%,4,2
14065,3286.2696,1873.0067,1413.2629000000002,43.01%,2,2
14066,2853.5681999999997,1538.6709999999998,1314.8971999999999,46.08%,4,2
14067,49.99,38.4923,11.497700000000002,23.00%,1,1
14068,27.279999999999998,10.2028,17.077199999999998,62.60%,2,1
14070,3298.9381999999996,1874.0470999999998,1424.8910999999998,43.19%,3,2
14071,3297.9281999999994,1873.6694,1424.2587999999994,43.19%,4,2
14073,38.88,14.5412,24.338800000000003,62.60%,3,1
14074,59.879999999999995,22.3952,37.48479999999999,62.60%,3,2
14075,56.97,21.3068,35.6632,62.60%,2,1
14076,71.97,46.7128,25.257199999999997,35.09%,2,1
14078,839.48,445.9547,393.5253,46.88%,2,1
14079,115.77,43.2981,72.4719,62.60%,5,2
14080,848.47,452.877,395.593,46.62%,3,1
14081,2451.2999999999997,1557.9212,893.3787999999997,36.45%,2,1
14083,1750.98,1121.0023,629.9776999999999,35.98%,2,1
14084,70.23,26.2661,43.9639,62.60%,4,2
14085,36.96,13.8231,23.1369,62.60%,3,1
14087,292.49,109.3913,183.0987,62.60%,3,2
14088,1754.98,1124.0823,630.8977,35.95%,2,1
14089,893.47,487.527,405.94300000000004,45.43%,3,1
14090,85.48,31.969499999999996,53.51050000000001,62.60%,2,1
14091,121.25999999999999,66.7314,54.5286,44.97%,5,3
14094,21.98,8.2205,13.759500000000001,62.60%,1,1
14095,801.77,431.85119999999995,369.91880000000003,46.14%,3,1
14096,24.99,9.3463,15.643699999999999,62.60%,1,1
14098,845.46,469.5712,375.88880000000006,44.46%,3,1
14099,41.26,18.9914,22.2686,53.97%,4,2
14100,159,59.466,99.53399999999999,62.60%,1,1
14101,2888.5782,1551.7647,1336.8135,46.28%,3,2
14102,2910.8995999999997,1563.8106,1347.0889999999997,46.28%,3,2
14103,2855.8896,1543.2368999999999,1312.6527,45.96%,4,2
14104,889.47,484.447,405.023,45.54%,3,1
14105,784.47,425.381,359.08900000000006,45.77%,3,1
14106,839.46,445.9473,393.51270000000005,46.88%,4,1
14107,819.46,438.46729999999997,380.99270000000007,46.49%,4,1
14108,839.48,445.9547,393.5253,46.88%,2,1
14110,819.46,438.46729999999997,380.99270000000007,46.49%,4,1
14112,2360.9499999999994,1276.6503999999998,1084.2995999999996,45.93%,4,1
14113,21.98,8.2205,13.759500000000001,62.60%,1,1
14115,2297.2799999999997,1252.8378,1044.4421999999997,45.46%,2,1
14116,2316.97,1260.2017999999998,1056.7682,45.61%,2,1
14117,2351.9599999999996,1273.2880999999998,1078.6718999999998,45.86%,3,1
14118,2322.2799999999997,1266.476,1055.8039999999996,45.46%,2,1
14119,73.96,49.0412,24.91879999999999,33.69%,4,2
14120,2376.4499999999994,1282.4473999999998,1094.0025999999996,46.04%,4,1
14121,2319.2599999999998,1261.0583,1058.2016999999998,45.63%,3,1
14122,30.97,15.1428,15.8272,51.10%,2,1
14123,28.979999999999997,10.8386,18.141399999999997,62.60%,2,1
14124,32.6,12.1924,20.407600000000002,62.60%,1,1
14125,3772.4096,2200.3659,1572.0437000000002,41.67%,2,2
