CustomerKey,ProductKey,Total Sales,Total Cost,Total Profit,Profit Margin,Year
12275,361,2294.99,1251.9813,1043.0086999999999,45.45%,2004
12275,477,4.99,1.8663,3.1237000000000004,62.60%,2004
12275,478,9.99,3.7363,6.2537,62.60%,2004
12275,488,53.99,41.5723,12.417700000000004,23.00%,2004
12276,217,34.99,13.0863,21.9037,62.60%,2004
12276,356,2071.4196,1117.8559,953.5637000000002,46.03%,2003
12276,359,2294.99,1251.9813,1043.0086999999999,45.45%,2004
12276,477,4.99,1.8663,3.1237000000000004,62.60%,2004
12276,478,9.99,3.7363,6.2537,62.60%,2004
12277,225,8.99,6.9223,2.0677000000000003,23.00%,2003
12277,356,2071.4196,1117.8559,953.5637000000002,46.03%,2002
12277,357,2319.99,1265.6195,1054.3704999999998,45.45%,2003
12277,477,4.99,1.8663,3.1237000000000004,62.60%,2003
12277,479,8.99,3.3623,5.627700000000001,62.60%,2003
12277,480,2.29,0.8565,1.4335,62.60%,2003
12277,537,35,13.09,21.91,62.60%,2003
12277,577,1214.85,755.1508,459.6991999999999,37.84%,2003
12278,231,49.99,38.4923,11.497700000000002,23.00%,2003
12279,311,3578.27,2171.2942,1406.9758000000002,39.32%,2001
12279,357,2319.99,1265.6195,1054.3704999999998,45.45%,2004
12279,485,21.98,8.2205,13.759500000000001,62.60%,2004
12279,491,53.99,41.5723,12.417700000000004,23.00%,2004
12280,222,34.99,13.0863,21.9037,62.60%,2004
12280,314,3578.27,2171.2942,1406.9758000000002,39.32%,2001
12280,363,2294.99,1251.9813,1043.0086999999999,45.45%,2004
12280,477,4.99,1.8663,3.1237000000000004,62.60%,2004
12280,478,9.99,3.7363,6.2537,62.60%,2004
12281,214,34.99,13.0863,21.9037,62.60%,2003
12281,357,2319.99,1265.6195,1054.3704999999998,45.45%,2003
12281,362,2049.0982,1105.81,943.2882,46.03%,2002
12281,477,4.99,1.8663,3.1237000000000004,62.60%,2003
12281,478,9.99,3.7363,6.2537,62.60%,2003
12281,484,7.95,2.9733,4.9767,62.60%,2003
12281,585,742.35,461.4448,280.90520000000004,37.84%,2003
12282,353,2319.99,1265.6195,1054.3704999999998,45.45%,2003
12282,358,2049.0982,1105.81,943.2882,46.03%,2002
12282,568,742.35,461.4448,280.90520000000004,37.84%,2003
12283,225,8.99,6.9223,2.0677000000000003,23.00%,2003
12283,359,2294.99,1251.9813,1043.0086999999999,45.45%,2003
12283,362,2049.0982,1105.81,943.2882,46.03%,2002
12283,477,4.99,1.8663,3.1237000000000004,62.60%,2003
12283,478,9.99,3.7363,6.2537,62.60%,2003
12283,577,1214.85,755.1508,459.6991999999999,37.84%,2003
12284,225,8.99,6.9223,2.0677000000000003,23.00%,2003
12284,354,2071.4196,1117.8559,953.5637000000002,46.03%,2002
12284,361,2294.99,1251.9813,1043.0086999999999,45.45%,2003
12284,537,35,13.09,21.91,62.60%,2003
12284,577,1214.85,755.1508,459.6991999999999,37.84%,2003
12285,214,34.99,13.0863,21.9037,62.60%,2004
12285,313,3578.27,2171.2942,1406.9758000000002,39.32%,2001
12285,357,2319.99,1265.6195,1054.3704999999998,45.45%,2004
12285,537,35,13.09,21.91,62.60%,2004
12286,214,34.99,13.0863,21.9037,62.60%,2003
12286,225,8.99,6.9223,2.0677000000000003,23.00%,2003
12286,353,2319.99,1265.6195,1054.3704999999998,45.45%,2003
12286,360,2049.0982,1105.81,943.2882,46.03%,2002
12286,472,63.5,23.749,39.751000000000005,62.60%,2003
12286,477,4.99,1.8663,3.1237000000000004,62.60%,2003
12286,479,8.99,3.3623,5.627700000000001,62.60%,2003
12286,485,21.98,8.2205,13.759500000000001,62.60%,2003
12286,570,742.35,461.4448,280.90520000000004,37.84%,2003
12287,359,2294.99,1251.9813,1043.0086999999999,45.45%,2003
12287,360,2049.0982,1105.81,943.2882,46.03%,2002
12287,467,24.49,9.1593,15.330699999999998,62.60%,2003
12287,477,9.98,3.7326,6.247400000000001,62.60%,2003
12287,478,9.99,3.7363,6.2537,62.60%,2003
12287,479,8.99,3.3623,5.627700000000001,62.60%,2003
12287,489,53.99,41.5723,12.417700000000004,23.00%,2003
12287,491,53.99,41.5723,12.417700000000004,23.00%,2003
12287,560,1214.85,755.1508,459.6991999999999,37.84%,2003
12288,225,8.99,6.9223,2.0677000000000003,23.00%,2004
12288,234,49.99,38.4923,11.497700000000002,23.00%,2004
12288,473,63.5,23.749,39.751000000000005,62.60%,2004
12288,529,3.99,1.4923,2.4977,62.60%,2004
12288,538,21.49,8.0373,13.452699999999998,62.60%,2004
12289,353,2319.99,1265.6195,1054.3704999999998,45.45%,2003
12289,362,2049.0982,1105.81,943.2882,46.03%,2002
12289,477,4.99,1.8663,3.1237000000000004,62.60%,2003
12289,479,8.99,3.3623,5.627700000000001,62.60%,2003
12289,484,7.95,2.9733,4.9767,62.60%,2003
12289,528,4.99,1.8663,3.1237000000000004,62.60%,2003
12289,537,35,13.09,21.91,62.60%,2003
12289,579,1214.85,755.1508,459.6991999999999,37.84%,2003
12290,310,3578.27,2171.2942,1406.9758000000002,39.32%,2001
12290,361,2294.99,1251.9813,1043.0086999999999,45.45%,2004
12291,214,34.99,13.0863,21.9037,62.60%,2003
12291,237,49.99,38.4923,11.497700000000002,23.00%,2003
12291,354,2071.4196,1117.8559,953.5637000000002,46.03%,2003
12291,357,2319.99,1265.6195,1054.3704999999998,45.45%,2003
12291,388,1120.49,713.0798,407.41020000000003,36.36%,2003
12291,477,4.99,1.8663,3.1237000000000004,62.60%,2003
12291,478,9.99,3.7363,6.2537,62.60%,2003
12291,481,8.99,3.3623,5.627700000000001,62.60%,2003
12291,481,8.99,3.3623,5.627700000000001,62.60%,2004
12291,488,53.99,41.5723,12.417700000000004,23.00%,2003
12291,575,2384.07,1481.9379,902.1321000000003,37.84%,2004
12292,358,2049.0982,1105.81,943.2882,46.03%,2002
12292,363,2294.99,1251.9813,1043.0086999999999,45.45%,2003
12292,480,2.29,0.8565,1.4335,62.60%,2004
12292,483,120,44.88,75.12,62.60%,2003
12292,538,21.49,8.0373,13.452699999999998,62.60%,2004
12292,605,539.99,343.6496,196.3404,36.36%,2004
12293,225,8.99,6.9223,2.0677000000000003,23.00%,2003
12293,480,2.29,0.8565,1.4335,62.60%,2004
12293,489,53.99,41.5723,12.417700000000004,23.00%,2003
12293,538,21.49,8.0373,13.452699999999998,62.60%,2004
12294,490,53.99,41.5723,12.417700000000004,23.00%,2003
12294,538,21.49,8.0373,13.452699999999998,62.60%,2004
12295,214,34.99,13.0863,21.9037,62.60%,2003
12295,222,34.99,13.0863,21.9037,62.60%,2004
12295,231,49.99,38.4923,11.497700000000002,23.00%,2004
12295,477,4.99,1.8663,3.1237000000000004,62.60%,2003
12295,480,2.29,0.8565,1.4335,62.60%,2003
12295,484,7.95,2.9733,4.9767,62.60%,2003
12295,528,4.99,1.8663,3.1237000000000004,62.60%,2003
12295,529,3.99,1.4923,2.4977,62.60%,2004
12295,536,29.99,11.2163,18.773699999999998,62.60%,2003
12296,217,34.99,13.0863,21.9037,62.60%,2003
12296,225,8.99,6.9223,2.0677000000000003,23.00%,2004
12296,312,3578.27,2171.2942,1406.9758000000002,39.32%,2001
12296,361,2294.99,1251.9813,1043.0086999999999,45.45%,2003
12296,374,2443.35,1554.9479,888.4021,36.36%,2003
12296,477,4.99,1.8663,3.1237000000000004,62.60%,2003
12296,477,4.99,1.8663,3.1237000000000004,62.60%,2004
12296,479,8.99,3.3623,5.627700000000001,62.60%,2003
12296,479,8.99,3.3623,5.627700000000001,62.60%,2004
12296,484,7.95,2.9733,4.9767,62.60%,2003
12296,562,2384.07,1481.9379,902.1321000000003,37.84%,2003
12296,562,2384.07,1481.9379,902.1321000000003,37.84%,2004
12297,214,34.99,13.0863,21.9037,62.60%,2003
12297,217,34.99,13.0863,21.9037,62.60%,2003
12297,231,49.99,38.4923,11.497700000000002,23.00%,2003
12297,353,2319.99,1265.6195,1054.3704999999998,45.45%,2003
12297,358,2049.0982,1105.81,943.2882,46.03%,2003
12297,382,1120.49,713.0798,407.41020000000003,36.36%,2003
12297,477,4.99,1.8663,3.1237000000000004,62.60%,2003
12297,477,4.99,1.8663,3.1237000000000004,62.60%,2004
12297,478,9.99,3.7363,6.2537,62.60%,2003
12297,479,8.99,3.3623,5.627700000000001,62.60%,2004
12297,576,2384.07,1481.9379,902.1321000000003,37.84%,2004
12298,217,34.99,13.0863,21.9037,62.60%,2003
12298,234,49.99,38.4923,11.497700000000002,23.00%,2003
12298,356,2071.4196,1117.8559,953.5637000000002,46.03%,2003
12298,361,2294.99,1251.9813,1043.0086999999999,45.45%,2003
12298,382,1120.49,713.0798,407.41020000000003,36.36%,2004
12298,465,24.49,9.1593,15.330699999999998,62.60%,2003
12298,478,9.99,3.7363,6.2537,62.60%,2003
12298,481,8.99,3.3623,5.627700000000001,62.60%,2004
12298,490,53.99,41.5723,12.417700000000004,23.00%,2004
12298,573,2384.07,1481.9379,902.1321000000003,37.84%,2004
12299,225,8.99,6.9223,2.0677000000000003,23.00%,2004
12299,354,2071.4196,1117.8559,953.5637000000002,46.03%,2002
12299,359,2294.99,1251.9813,1043.0086999999999,45.45%,2003
12299,485,21.98,8.2205,13.759500000000001,62.60%,2003
12299,528,4.99,1.8663,3.1237000000000004,62.60%,2003
12299,537,35,13.09,21.91,62.60%,2003
12299,584,539.99,343.6496,196.3404,36.36%,2004
12300,222,34.99,13.0863,21.9037,62.60%,2004
12300,311,3578.27,2171.2942,1406.9758000000002,39.32%,2001
12300,357,2319.99,1265.6195,1054.3704999999998,45.45%,2003
12300,372,2443.35,1554.9479,888.4021,36.36%,2003
12300,479,8.99,3.3623,5.627700000000001,62.60%,2003
12300,487,54.99,20.5663,34.423700000000004,62.60%,2003
12300,530,4.99,1.8663,3.1237000000000004,62.60%,2004
12300,541,28.99,10.8423,18.1477,62.60%,2004
12300,561,2384.07,1481.9379,902.1321000000003,37.84%,2003
12300,574,2384.07,1481.9379,902.1321000000003,37.84%,2004
12301,214,34.99,13.0863,21.9037,62.60%,2004
12301,217,34.99,13.0863,21.9037,62.60%,2003
12301,231,49.99,38.4923,11.497700000000002,23.00%,2003
12301,312,3578.27,2171.2942,1406.9758000000002,39.32%,2001
12301,357,2319.99,1265.6195,1054.3704999999998,45.45%,2003
12301,378,2443.35,1554.9479,888.4021,36.36%,2003
12301,467,24.49,9.1593,15.330699999999998,62.60%,2003
12301,480,4.58,1.713,2.867,62.60%,2003
12301,529,3.99,1.4923,2.4977,62.60%,2003
12301,540,32.6,12.1924,20.407600000000002,62.60%,2003
12301,561,2384.07,1481.9379,902.1321000000003,37.84%,2003
12301,561,2384.07,1481.9379,902.1321000000003,37.84%,2004
12302,214,34.99,13.0863,21.9037,62.60%,2004
12302,225,8.99,6.9223,2.0677000000000003,23.00%,2004
12302,352,2071.4196,1117.8559,953.5637000000002,46.03%,2003
12302,355,2319.99,1265.6195,1054.3704999999998,45.45%,2003
12302,390,1120.49,713.0798,407.41020000000003,36.36%,2004
12302,477,4.99,1.8663,3.1237000000000004,62.60%,2004
12302,479,8.99,3.3623,5.627700000000001,62.60%,2004
12302,487,54.99,20.5663,34.423700000000004,62.60%,2003
12302,488,53.99,41.5723,12.417700000000004,23.00%,2004
12302,529,3.99,1.4923,2.4977,62.60%,2004
12302,539,24.99,9.3463,15.643699999999999,62.60%,2004
12302,576,2384.07,1481.9379,902.1321000000003,37.84%,2004
12303,225,8.99,6.9223,2.0677000000000003,23.00%,2004
12303,488,53.99,41.5723,12.417700000000004,23.00%,2004
12303,538,21.49,8.0373,13.452699999999998,62.60%,2004
12304,222,34.99,13.0863,21.9037,62.60%,2004
12304,225,8.99,6.9223,2.0677000000000003,23.00%,2004
12304,489,53.99,41.5723,12.417700000000004,23.00%,2004
12304,529,3.99,1.4923,2.4977,62.60%,2004
12304,538,21.49,8.0373,13.452699999999998,62.60%,2004
12305,225,8.99,6.9223,2.0677000000000003,23.00%,2004
12305,354,2071.4196,1117.8559,953.5637000000002,46.03%,2002
12305,355,2319.99,1265.6195,1054.3704999999998,45.45%,2003
12305,605,539.99,343.6496,196.3404,36.36%,2004
12306,214,69.98,26.1726,43.8074,62.60%,2003
12306,530,4.99,1.8663,3.1237000000000004,62.60%,2003
12307,222,34.99,13.0863,21.9037,62.60%,2003
12307,310,3578.27,2171.2942,1406.9758000000002,39.32%,2001
12307,363,2294.99,1251.9813,1043.0086999999999,45.45%,2003
12307,378,2443.35,1554.9479,888.4021,36.36%,2003
12307,463,24.49,9.1593,15.330699999999998,62.60%,2003
12307,477,9.98,3.7326,6.247400000000001,62.60%,2003
12307,478,9.99,3.7363,6.2537,62.60%,2003
12307,479,8.99,3.3623,5.627700000000001,62.60%,2003
12307,562,2384.07,1481.9379,902.1321000000003,37.84%,2003
12307,576,2384.07,1481.9379,902.1321000000003,37.84%,2004
12308,217,34.99,13.0863,21.9037,62.60%,2003
12308,222,34.99,13.0863,21.9037,62.60%,2004
12308,225,8.99,6.9223,2.0677000000000003,23.00%,2004
12308,314,3578.27,2171.2942,1406.9758000000002,39.32%,2001
12308,359,2294.99,1251.9813,1043.0086999999999,45.45%,2003
12308,378,2443.35,1554.9479,888.4021,36.36%,2003
12308,463,24.49,9.1593,15.330699999999998,62.60%,2003
12308,467,24.49,9.1593,15.330699999999998,62.60%,2003
12308,477,4.99,1.8663,3.1237000000000004,62.60%,2003
12308,478,9.99,3.7363,6.2537,62.60%,2003
12308,479,8.99,3.3623,5.627700000000001,62.60%,2003
12308,540,32.6,12.1924,20.407600000000002,62.60%,2003
12308,562,2384.07,1481.9379,902.1321000000003,37.84%,2004
12308,574,2384.07,1481.9379,902.1321000000003,37.84%,2003
12309,465,24.49,9.1593,15.330699999999998,62.60%,2003
12309,480,2.29,0.8565,1.4335,62.60%,2003
12309,491,53.99,41.5723,12.417700000000004,23.00%,2003
12309,538,21.49,8.0373,13.452699999999998,62.60%,2003
12310,214,34.99,13.0863,21.9037,62.60%,2004
12310,217,34.99,13.0863,21.9037,62.60%,2004
12310,530,4.99,1.8663,3.1237000000000004,62.60%,2004
12310,541,28.99,10.8423,18.1477,62.60%,2004
12311,214,34.99,13.0863,21.9037,62.60%,2004
12311,225,8.99,6.9223,2.0677000000000003,23.00%,2004
12311,465,24.49,9.1593,15.330699999999998,62.60%,2004
12311,477,4.99,1.8663,3.1237000000000004,62.60%,2004
12311,479,8.99,3.3623,5.627700000000001,62.60%,2004
12311,530,4.99,1.8663,3.1237000000000004,62.60%,2004
12311,541,28.99,10.8423,18.1477,62.60%,2004
12312,214,34.99,13.0863,21.9037,62.60%,2004
12313,222,34.99,13.0863,21.9037,62.60%,2004
12313,225,8.99,6.9223,2.0677000000000003,23.00%,2004
12314,214,34.99,13.0863,21.9037,62.60%,2003
12314,214,34.99,13.0863,21.9037,62.60%,2004
12314,222,34.99,13.0863,21.9037,62.60%,2004
12314,354,2071.4196,1117.8559,953.5637000000002,46.03%,2003
12314,359,2294.99,1251.9813,1043.0086999999999,45.45%,2003
12314,384,1120.49,713.0798,407.41020000000003,36.36%,2004
12314,485,21.98,8.2205,13.759500000000001,62.60%,2003
12314,574,2384.07,1481.9379,902.1321000000003,37.84%,2004
12315,217,34.99,13.0863,21.9037,62.60%,2003
12315,353,2319.99,1265.6195,1054.3704999999998,45.45%,2003
12315,362,2049.0982,1105.81,943.2882,46.03%,2002
12315,477,4.99,1.8663,3.1237000000000004,62.60%,2003
12315,478,9.99,3.7363,6.2537,62.60%,2003
12315,575,2384.07,1481.9379,902.1321000000003,37.84%,2003
12316,225,8.99,6.9223,2.0677000000000003,23.00%,2003
12316,353,2319.99,1265.6195,1054.3704999999998,45.45%,2003
12316,356,2071.4196,1117.8559,953.5637000000002,46.03%,2002
12316,477,4.99,1.8663,3.1237000000000004,62.60%,2003
12316,478,9.99,3.7363,6.2537,62.60%,2003
12316,564,2384.07,1481.9379,902.1321000000003,37.84%,2003
12317,214,34.99,13.0863,21.9037,62.60%,2003
12317,225,8.99,6.9223,2.0677000000000003,23.00%,2003
12317,352,2071.4196,1117.8559,953.5637000000002,46.03%,2002
12317,359,2294.99,1251.9813,1043.0086999999999,45.45%,2003
12317,477,9.98,3.7326,6.247400000000001,62.60%,2003
12317,478,9.99,3.7363,6.2537,62.60%,2003
12317,479,8.99,3.3623,5.627700000000001,62.60%,2003
12317,574,2384.07,1481.9379,902.1321000000003,37.84%,2003
12318,357,2319.99,1265.6195,1054.3704999999998,45.45%,2003
12318,362,2049.0982,1105.81,943.2882,46.03%,2002
12318,487,54.99,20.5663,34.423700000000004,62.60%,2003
12318,573,2384.07,1481.9379,902.1321000000003,37.84%,2003
12319,234,49.99,38.4923,11.497700000000002,23.00%,2003
12319,465,24.49,9.1593,15.330699999999998,62.60%,2003
12319,530,4.99,1.8663,3.1237000000000004,62.60%,2004
12320,222,34.99,13.0863,21.9037,62.60%,2004
12320,225,8.99,6.9223,2.0677000000000003,23.00%,2004
12320,530,4.99,1.8663,3.1237000000000004,62.60%,2004
12320,541,28.99,10.8423,18.1477,62.60%,2004
12321,217,34.99,13.0863,21.9037,62.60%,2003
12321,222,34.99,13.0863,21.9037,62.60%,2003
12321,225,8.99,6.9223,2.0677000000000003,23.00%,2003
12321,312,3578.27,2171.2942,1406.9758000000002,39.32%,2001
12321,361,2294.99,1251.9813,1043.0086999999999,45.45%,2003
12321,374,2443.35,1554.9479,888.4021,36.36%,2003
12321,477,9.98,3.7326,6.247400000000001,62.60%,2003
12321,477,4.99,1.8663,3.1237000000000004,62.60%,2004
12321,478,9.99,3.7363,6.2537,62.60%,2003
12321,479,8.99,3.3623,5.627700000000001,62.60%,2003
12321,479,8.99,3.3623,5.627700000000001,62.60%,2004
12321,481,8.99,3.3623,5.627700000000001,62.60%,2003
12321,574,2384.07,1481.9379,902.1321000000003,37.84%,2003
12321,576,2384.07,1481.9379,902.1321000000003,37.84%,2004
12322,234,49.99,38.4923,11.497700000000002,23.00%,2004
12323,222,34.99,13.0863,21.9037,62.60%,2003
12323,225,8.99,6.9223,2.0677000000000003,23.00%,2003
12323,314,3578.27,2171.2942,1406.9758000000002,39.32%,2001
12323,353,2319.99,1265.6195,1054.3704999999998,45.45%,2003
12323,378,2443.35,1554.9479,888.4021,36.36%,2003
12323,477,4.99,1.8663,3.1237000000000004,62.60%,2003
12323,479,8.99,3.3623,5.627700000000001,62.60%,2003
12323,480,2.29,0.8565,1.4335,62.60%,2003
12323,485,21.98,8.2205,13.759500000000001,62.60%,2003
12323,541,28.99,10.8423,18.1477,62.60%,2003
12323,561,2384.07,1481.9379,902.1321000000003,37.84%,2003
12324,225,8.99,6.9223,2.0677000000000003,23.00%,2004
12324,234,49.99,38.4923,11.497700000000002,23.00%,2004
12324,480,2.29,0.8565,1.4335,62.60%,2004
12324,530,4.99,1.8663,3.1237000000000004,62.60%,2004
12325,217,34.99,13.0863,21.9037,62.60%,2004
12325,225,8.99,6.9223,2.0677000000000003,23.00%,2004
12325,487,54.99,20.5663,34.423700000000004,62.60%,2004
12325,530,4.99,1.8663,3.1237000000000004,62.60%,2004
12325,541,28.99,10.8423,18.1477,62.60%,2004
12326,214,34.99,13.0863,21.9037,62.60%,2004
12326,541,28.99,10.8423,18.1477,62.60%,2004
12327,225,8.99,6.9223,2.0677000000000003,23.00%,2003
12327,530,4.99,1.8663,3.1237000000000004,62.60%,2004
12328,217,34.99,13.0863,21.9037,62.60%,2003
12328,358,2049.0982,1105.81,943.2882,46.03%,2002
12328,361,2294.99,1251.9813,1043.0086999999999,45.45%,2003
12328,477,9.98,3.7326,6.247400000000001,62.60%,2003
12328,478,9.99,3.7363,6.2537,62.60%,2003
12328,479,8.99,3.3623,5.627700000000001,62.60%,2003
12328,563,2384.07,1481.9379,902.1321000000003,37.84%,2003
12329,217,34.99,13.0863,21.9037,62.60%,2003
12329,231,49.99,38.4923,11.497700000000002,23.00%,2004
12329,530,4.99,1.8663,3.1237000000000004,62.60%,2003
12329,541,28.99,10.8423,18.1477,62.60%,2003
12330,354,2071.4196,1117.8559,953.5637000000002,46.03%,2003
12330,359,2294.99,1251.9813,1043.0086999999999,45.45%,2003
12330,390,1120.49,713.0798,407.41020000000003,36.36%,2004
12330,463,24.49,9.1593,15.330699999999998,62.60%,2003
12330,477,4.99,1.8663,3.1237000000000004,62.60%,2003
12330,477,4.99,1.8663,3.1237000000000004,62.60%,2004
12330,478,9.99,3.7363,6.2537,62.60%,2003
12330,479,17.98,6.7246,11.255400000000002,62.60%,2004
12330,575,2384.07,1481.9379,902.1321000000003,37.84%,2004
12331,228,49.99,38.4923,11.497700000000002,23.00%,2003
12332,217,34.99,13.0863,21.9037,62.60%,2003
12332,313,3578.27,2171.2942,1406.9758000000002,39.32%,2001
12332,359,2294.99,1251.9813,1043.0086999999999,45.45%,2003
12332,376,2443.35,1554.9479,888.4021,36.36%,2003
12332,477,4.99,1.8663,3.1237000000000004,62.60%,2003
12332,478,9.99,3.7363,6.2537,62.60%,2003
12332,480,2.29,0.8565,1.4335,62.60%,2003
12332,529,3.99,1.4923,2.4977,62.60%,2003
12332,540,32.6,12.1924,20.407600000000002,62.60%,2003
12332,561,2384.07,1481.9379,902.1321000000003,37.84%,2003
12333,225,26.97,20.7669,6.203099999999999,23.00%,2003
12333,312,3578.27,2171.2942,1406.9758000000002,39.32%,2001
12333,363,2294.99,1251.9813,1043.0086999999999,45.45%,2003
12333,372,2443.35,1554.9479,888.4021,36.36%,2003
12333,477,4.99,1.8663,3.1237000000000004,62.60%,2003
12333,478,9.99,3.7363,6.2537,62.60%,2003
12333,491,53.99,41.5723,12.417700000000004,23.00%,2003
12333,540,32.6,12.1924,20.407600000000002,62.60%,2003
12333,563,2384.07,1481.9379,902.1321000000003,37.84%,2003
12334,234,49.99,38.4923,11.497700000000002,23.00%,2004
12334,480,2.29,0.8565,1.4335,62.60%,2003
12334,484,7.95,2.9733,4.9767,62.60%,2003
12334,530,4.99,1.8663,3.1237000000000004,62.60%,2003
12334,541,28.99,10.8423,18.1477,62.60%,2003
12335,222,69.98,26.1726,43.8074,62.60%,2003
12335,228,49.99,38.4923,11.497700000000002,23.00%,2003
12335,353,2319.99,1265.6195,1054.3704999999998,45.45%,2003
12335,360,2049.0982,1105.81,943.2882,46.03%,2002
12335,467,24.49,9.1593,15.330699999999998,62.60%,2003
12335,477,4.99,1.8663,3.1237000000000004,62.60%,2003
12335,478,9.99,3.7363,6.2537,62.60%,2003
12335,561,2384.07,1481.9379,902.1321000000003,37.84%,2003
12336,231,49.99,38.4923,11.497700000000002,23.00%,2004
12336,541,28.99,10.8423,18.1477,62.60%,2003
12337,225,8.99,6.9223,2.0677000000000003,23.00%,2003
12337,225,8.99,6.9223,2.0677000000000003,23.00%,2004
12337,347,3399.99,1912.1544,1487.8355999999999,43.76%,2002
12337,355,2319.99,1265.6195,1054.3704999999998,45.45%,2003
12337,477,4.99,1.8663,3.1237000000000004,62.60%,2003
12337,478,9.99,3.7363,6.2537,62.60%,2003
12337,576,2384.07,1481.9379,902.1321000000003,37.84%,2004
12338,351,3374.99,1898.0944,1476.8955999999998,43.76%,2002
12338,363,2294.99,1251.9813,1043.0086999999999,45.45%,2003
12338,477,4.99,1.8663,3.1237000000000004,62.60%,2004
12338,479,8.99,3.3623,5.627700000000001,62.60%,2004
12338,483,120,44.88,75.12,62.60%,2003
12338,485,21.98,8.2205,13.759500000000001,62.60%,2003
12338,487,54.99,20.5663,34.423700000000004,62.60%,2004
12338,564,2384.07,1481.9379,902.1321000000003,37.84%,2004
12339,222,34.99,13.0863,21.9037,62.60%,2004
12339,354,2071.4196,1117.8559,953.5637000000002,46.03%,2002
12339,357,2319.99,1265.6195,1054.3704999999998,45.45%,2003
12339,487,54.99,20.5663,34.423700000000004,62.60%,2003
12339,575,2384.07,1481.9379,902.1321000000003,37.84%,2004
12340,225,8.99,6.9223,2.0677000000000003,23.00%,2003
12340,361,2294.99,1251.9813,1043.0086999999999,45.45%,2003
12340,362,2049.0982,1105.81,943.2882,46.03%,2002
12340,477,4.99,1.8663,3.1237000000000004,62.60%,2003
12340,478,9.99,3.7363,6.2537,62.60%,2003
12340,563,2384.07,1481.9379,902.1321000000003,37.84%,2004
12341,360,2049.0982,1105.81,943.2882,46.03%,2002
12341,361,2294.99,1251.9813,1043.0086999999999,45.45%,2003
12341,465,24.49,9.1593,15.330699999999998,62.60%,2004
12341,491,53.99,41.5723,12.417700000000004,23.00%,2004
12341,530,4.99,1.8663,3.1237000000000004,62.60%,2004
12341,541,28.99,10.8423,18.1477,62.60%,2004
12341,561,2384.07,1481.9379,902.1321000000003,37.84%,2004
12342,214,34.99,13.0863,21.9037,62.60%,2004
12342,222,34.99,13.0863,21.9037,62.60%,2003
12342,353,2319.99,1265.6195,1054.3704999999998,45.45%,2003
12342,358,2049.0982,1105.81,943.2882,46.03%,2002
12342,477,4.99,1.8663,3.1237000000000004,62.60%,2003
12342,478,9.99,3.7363,6.2537,62.60%,2003
12342,573,2384.07,1481.9379,902.1321000000003,37.84%,2004
12343,358,2049.0982,1105.81,943.2882,46.03%,2002
12343,363,2294.99,1251.9813,1043.0086999999999,45.45%,2004
12343,482,8.99,3.3623,5.627700000000001,62.60%,2003
12343,578,1214.85,755.1508,459.6991999999999,37.84%,2003
12344,465,24.49,9.1593,15.330699999999998,62.60%,2004
12344,480,2.29,0.8565,1.4335,62.60%,2003
12344,484,7.95,2.9733,4.9767,62.60%,2003
12344,528,4.99,1.8663,3.1237000000000004,62.60%,2003
12344,529,3.99,1.4923,2.4977,62.60%,2003
12344,535,24.99,9.3463,15.643699999999999,62.60%,2003
12345,463,24.49,9.1593,15.330699999999998,62.60%,2003
12345,480,2.29,0.8565,1.4335,62.60%,2003
12345,484,7.95,2.9733,4.9767,62.60%,2003
12345,528,4.99,1.8663,3.1237000000000004,62.60%,2003
12345,529,3.99,1.4923,2.4977,62.60%,2004
12345,535,24.99,9.3463,15.643699999999999,62.60%,2003
12346,222,34.99,13.0863,21.9037,62.60%,2003
12346,353,2319.99,1265.6195,1054.3704999999998,45.45%,2003
12346,354,2071.4196,1117.8559,953.5637000000002,46.03%,2002
12346,491,53.99,41.5723,12.417700000000004,23.00%,2004
12346,563,2384.07,1481.9379,902.1321000000003,37.84%,2004
12347,214,34.99,13.0863,21.9037,62.60%,2004
12347,360,2049.0982,1105.81,943.2882,46.03%,2002
12347,361,2294.99,1251.9813,1043.0086999999999,45.45%,2003
12347,485,21.98,8.2205,13.759500000000001,62.60%,2003
12347,488,53.99,41.5723,12.417700000000004,23.00%,2003
12347,562,2384.07,1481.9379,902.1321000000003,37.84%,2004
12348,217,34.99,13.0863,21.9037,62.60%,2004
12348,222,34.99,13.0863,21.9037,62.60%,2003
12348,353,2319.99,1265.6195,1054.3704999999998,45.45%,2003
12348,362,2049.0982,1105.81,943.2882,46.03%,2002
12348,477,4.99,1.8663,3.1237000000000004,62.60%,2003
12348,477,4.99,1.8663,3.1237000000000004,62.60%,2004
12348,478,9.99,3.7363,6.2537,62.60%,2003
12348,479,8.99,3.3623,5.627700000000001,62.60%,2004
12348,489,53.99,41.5723,12.417700000000004,23.00%,2003
12348,575,2384.07,1481.9379,902.1321000000003,37.84%,2004
12349,214,34.99,13.0863,21.9037,62.60%,2003
12349,225,8.99,6.9223,2.0677000000000003,23.00%,2004
12349,361,2294.99,1251.9813,1043.0086999999999,45.45%,2003
12349,362,2049.0982,1105.81,943.2882,46.03%,2002
12349,563,2384.07,1481.9379,902.1321000000003,37.84%,2004
12350,354,2071.4196,1117.8559,953.5637000000002,46.03%,2002
12350,355,2319.99,1265.6195,1054.3704999999998,45.45%,2003
12350,477,4.99,1.8663,3.1237000000000004,62.60%,2004
