Document Status,Line Status,Business Unit,PO,Created By,Creation Date,Vendor Name,Vendor Site Code,Ship To Location,Bill To Location,Term Name,Currency Code,Rate Type,Rate Date,Rate,DFF By Pass,DFF Purchasing For,DFF Directors Purchase,Attribute Category,DFF Remarks Or Indent,Line Num,Quantity,Received Quantity,Received Amount,Invoice Quantity,Invoice Amount,Unit Price,Line Item,Item Description,UOM,Requisition Number,Promised Date,Need By Date,Tax Name,Line Attribute Category,DFF Manufacturer,DFF Item Spec,DFF Department,DFF Line Remarks,Item Type,Requester,Dist Attribute Category,DFF Requisition Type,DFF Asset location,DFF Project,DFF Remarks,DFF Related Asset Tag Number,DFF Department.1,GCC Account,Received Quantity %,Balance Quantity
OPEN,OPEN,Brookes Pharma,15547.0,Atif Salam,2022-11-04,URS INSPECTION (PRIVATE) LIMITED,VALIDATION SER.,Brookes HO and IT Org,Brookes HO and IT Org,15 Days,PKR,,,,,,,Local Purchase,LOAD TESTING OF LIFTING EQUIPMENT & HYDRO TESTING OF COMPRESSED AIR STORAGE TANKS,1.0,8.0,6.0,24000.0,6.0,24000.0,4000.0,3006-00069-0000,LOAD TESTING (STACKERS),JOB,26391.0,2022-11-30,2022-11-10,INPUT_ST_NR_13%,Manufacturer Detail,,,, ,EXPENSE,Muhammad Saim Hussain,Requisition Distribution DFF,Others,,,Stackers,,"Health, Safety And Environment (Common) ",11-2601-82011706-0000-00-0000-00-000,75.0,2.0
OPEN,OPEN,Brookes Pharma,15560.0,Mumtaz,2022-11-08,COLORCON LTD.,IMPORT RAW MAT,Brookes Non-Ceph Org,Brookes Non-Ceph Org,BC Sight,USD,Corporate,2022-11-08,177.2,,,,Import,,2.0,1.0,0.0,0.0,0.0,0.0,256.47,3005-00014-0000,FREIGHT CHARGES,JOB,,,,,,,,, ,EXPENSE,,,,,,,, ,11-0000-84030108-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,15580.0,Atif Salam,2022-11-11,Irshad Sarwar,CASH PUR,Brookes HO and IT Org,Brookes HO and IT Org,Cash,PKR,,,,,,,Local Purchase,REQUIRED FOR BOSSAR FILLING MACHINE,1.0,1.0,0.0,0.0,0.0,0.0,20000.0,3009-00003-0000,REPAIR AND MAINTENANCE - PCB CONTROLLING CARDS AND REPLACE ALL DAMAGE COMPONENTS,NOS,26439.0,2022-11-26,2022-11-14,,Manufacturer Detail,,,, ,EXPENSE,Muhammad Haris Ahsan,Requisition Distribution DFF,Others,,,,8085.0,Packaging (Common) ,11-1251-82010607-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,15606.0,Rashid Ayub,2022-11-16,RAFHAN MAIZE PRODUCTS COMPANY LIMITED,LOCAL RAW MAT,Brookes Non-Ceph Org,Brookes Non-Ceph Org,100% ADVANCE,PKR,,,,,,,Local Purchase,AS PER MRP,2.0,20.0,0.0,0.0,0.0,0.0,375.0,3005-00013-0000,TRANSPORTATION CHARGES,JOB,,2022-12-15,2022-11-30,,Manufacturer Detail,,( @ Rs. 375 Per 25 Kgs Bag ),, ,EXPENSE,Rashid Ayub,,,,,,, ,11-0000-84030108-0000-00-0000-00-000,0.0,20.0
OPEN,OPEN,Brookes Pharma,15680.0,Atif Salam,2022-11-30,LAARC ENTERPRISES (PRIVATE) LIMITED,LOCAL OTHER PUR,Brookes Maintenance Org,Brookes Maintenance Org,30 Days,PKR,,,,,,,Local Purchase,REQUIRED FOR REPAIRING OF S.S HAND PALLET TRUCK. WAREHOUSE,3.0,2.0,0.0,0.0,0.0,0.0,2000.0,3005-00009-0000,SERVICES CHARGES - HAND PALLET TRUCK!-,JOB,25565.0,2022-12-20,2022-07-28,INPUT_ST_NR_13%,Manufacturer Detail,,,, ,EXPENSE,Muhammad Haris Ahsan,Requisition Distribution DFF,Others,,,,7313.0,Warehouse ,11-2503-82010607-0000-00-0000-00-000,0.0,2.0
OPEN,OPEN,Brookes Pharma,15686.0,Atif Salam,2022-11-30,FRIENDS ELEVATOR SOLUTION,OTHER SERVICES,Brookes HO and IT Org,Brookes HO and IT Org,30 Days,PKR,,,,,,,Local Purchase, REQUIRED REPAIRING OF MOTOR COVER FOR PYODINE PUMP. PACKAGING DEPARTMENT,1.0,1.0,0.0,0.0,0.0,0.0,10000.0,3009-00003-0000,"REPAIR AND MAINTENANCE - MOTOR COVER BEARING HOUSING REPAIRING, NEW SLIP & MACHINERY!-",NOS,26320.0,2022-12-21,2022-11-01,,Manufacturer Detail,,,, ,EXPENSE,Muhammad Haris Ahsan,Requisition Distribution DFF,Others,,,,7191.0,Packaging (Common) ,11-1251-82010607-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,15687.0,Atif Salam,2022-11-30,Irshad Sarwar,CASH PUR,Brookes HO and IT Org,Brookes HO and IT Org,Cash,PKR,,,,,,,Local Purchase,REQUIRED REPAIRING OF PART FOR BQS-1 MACHINE. PACKAGING DEPARTMENT,1.0,1.0,0.0,0.0,0.0,0.0,35000.0,3005-00008-0000,LABOUR CHARGES!-FOR REPAIRING OF SERVO DRIVE MODEL: B&R ACOPOS 1090!-REPLACEMENT OF CURRENT CT!-REPAIR POWER BOARD ,JOB,26517.0,2022-11-21,2022-11-23,,,,,, ,EXPENSE,Muhammad Haris Ahsan,Requisition Distribution DFF,Others,,,,8012.0,Packaging (Common) ,11-1251-82010607-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,15690.0,Atif Salam,2022-11-30,WADITTAR ENGINEERING,OTHER SERVICES,Brookes HO and IT Org,Brookes HO and IT Org,25 Days,PKR,,,,,,,Local Purchase,REQUIRED REPAIRING PARTS OF GEL FILLING MACHINE,1.0,1.0,0.0,0.0,0.0,0.0,15000.0,3009-00003-0000,"REPAIR AND MAINTENANCE - GEL FILLING MACHINE PARTS CHROME, GRINDING SIZING AND FINISHING.",NOS,26498.0,2022-12-24,2022-11-23,,Manufacturer Detail,,,, ,EXPENSE,Rao Saifullah Muneer,Requisition Distribution DFF,Others,,,,7064.0,Packaging (Common) ,11-1251-82010607-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,15721.0,Atif Salam,2022-12-02,M.S.ENGINEERING,OTHER SERVICES,Brookes HO and IT Org,Brookes HO and IT Org,100% ADVANCE,PKR,,,,,,,Local Purchase,RELOCATION OF FIRE DETECTOR - WAREHOUSE(FG & RM),1.0,14.0,0.0,0.0,0.0,0.0,6000.0,3009-00003-0000,SHIFTING OF BEAM DETECTOR!-,NOS,26612.0,2022-12-28,2022-12-06,INPUT_ST_NR_13%,Manufacturer Detail,,,, ,EXPENSE,Muhammad Haris Ahsan,Requisition Distribution DFF,Others,,,,0.0,Warehouse ,11-2503-82010607-0000-00-0000-00-000,0.0,14.0
OPEN,OPEN,Brookes Pharma,15721.0,Atif Salam,2022-12-02,M.S.ENGINEERING,OTHER SERVICES,Brookes HO and IT Org,Brookes HO and IT Org,100% ADVANCE,PKR,,,,,,,Local Purchase,RELOCATION OF FIRE DETECTOR - WAREHOUSE(FG & RM),2.0,1.0,0.0,0.0,0.0,0.0,15000.0,3009-00003-0000,FIXING AND COMMISSIONING OF GSM BOX,NOS,26612.0,2022-12-28,2022-12-06,INPUT_ST_NR_13%,Manufacturer Detail,,,, ,EXPENSE,Muhammad Haris Ahsan,Requisition Distribution DFF,Others,,,,0.0,Warehouse ,11-2503-82010607-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,15721.0,Atif Salam,2022-12-02,M.S.ENGINEERING,OTHER SERVICES,Brookes HO and IT Org,Brookes HO and IT Org,100% ADVANCE,PKR,,,,,,,Local Purchase,RELOCATION OF FIRE DETECTOR - WAREHOUSE(FG & RM),3.0,1.0,0.0,0.0,0.0,0.0,6500.0,3009-00003-0000,SUPPLY AND INSTALLATION OF B-DETECTOR CONTROLLER,NOS,26612.0,2022-12-28,2022-12-06,INPUT_ST_NR_13%,Manufacturer Detail,,,, ,EXPENSE,Muhammad Haris Ahsan,Requisition Distribution DFF,Others,,,,0.0,Warehouse ,11-2503-82010607-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,15721.0,Atif Salam,2022-12-02,M.S.ENGINEERING,OTHER SERVICES,Brookes HO and IT Org,Brookes HO and IT Org,100% ADVANCE,PKR,,,,,,,Local Purchase,RELOCATION OF FIRE DETECTOR - WAREHOUSE(FG & RM),4.0,14.0,0.0,0.0,0.0,0.0,2000.0,3009-00003-0000,PROGRAMMING AND TESTING OF ALL WORK,NOS,26612.0,2022-12-28,2022-12-06,INPUT_ST_NR_13%,Manufacturer Detail,,,, ,EXPENSE,Muhammad Haris Ahsan,Requisition Distribution DFF,Others,,,,0.0,Warehouse ,11-2503-82010607-0000-00-0000-00-000,0.0,14.0
OPEN,OPEN,Brookes Pharma,15854.0,Mumtaz,2022-12-23,CMP PHAR.MA S.R.L.,IMPORT OTHR PUR,Brookes HO and IT Org,Brookes HO and IT Org,Advance,EUR,Corporate,2022-12-23,200.43,,,,Import,,1.0,1.0,0.0,0.0,0.0,0.0,1250.0,3005-00009-0000,SERVICES CHARGES!-5 Hrs package of CMP technical assistance by remote connection,JOB,26323.0,2022-10-28,2022-11-01,,Manufacturer Detail,,,, ,EXPENSE,Muhammad Haris Ahsan,Requisition Distribution DFF,Others,,,,7058.0,Packaging (Common) ,11-1251-82010607-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,15881.0,Atif Salam,2022-12-28,MUHAMMAD AHSAN CONTRACTOR,OTHER SERVICES,Brookes HO and IT Org,Brookes HO and IT Org,25 Days,PKR,,,,,,,Local Purchase,REQUIRED FOR MISCELLANEOUS CIVIL WORK AT DIFFERENT AREAS,3.0,1.0,0.0,0.0,0.0,0.0,12000.0,3007-00010-0000,MISCELLANEOUS CIVIL WORK - CONCRETE DEBRIS SHIFT BY TRUCK FROM BROOKES PREMISES PLOT-59 TO OUT SIDE,JOB,26754.0,2023-01-14,2022-12-21,,Manufacturer Detail,,,, ,EXPENSE,Syed Moizuddin Hassan,Requisition Distribution DFF,Others,,,,,Sterile (Common) ,11-1201-82010601-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,15903.0,Mumtaz,2023-01-03,KAMRAN ZAFAR,CASH PUR,Brookes HO and IT Org,Brookes HO and IT Org,Cash,PKR,,,,,,,Local Purchase,,1.0,91.0,84.0,42000.0,84.0,42000.0,500.0,3011-00023-0000,"CUSTOMS IMPORT DATA.!-Chapter # 29, 38, 39, 40, 70, 76 & 90. 7 chapters per month @ Rs. 500/chapter from December 2022 to December 2023.",NOS,26788.0,2023-12-31,2023-12-31,,Manufacturer Detail,,,, ,EXPENSE,Mumtaz,Requisition Distribution DFF,Others,,,,,Procurement ,11-2502-82012410-0000-00-0000-00-000,92.3076923076923,7.0
OPEN,OPEN,Brookes Pharma,15928.0,Mumtaz,2023-01-06,"SHANGHAI YIZHONG MACHINERY CO., LTD.",IMPORT OTHR PUR,Brookes Maintenance Org,Brookes Maintenance Org,Advance,USD,Corporate,2023-01-06,226.5,,,,Import,,2.0,1.0,0.0,0.0,0.0,0.0,260.0,3005-00014-0000,FREIGHT CHARGES,JOB,26364.0,2023-01-31,2022-11-07,,,,,, ,EXPENSE,Muhammad Haris Ahsan,Requisition Distribution DFF,Others,,,,8001.0,Sterile (Common) ,11-1201-82011402-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,15938.0,Mumtaz,2023-01-09,EVONIK NUTRITION AND CARE GMBH,IMPORT RAW MAT,Brookes Non-Ceph Org,Brookes Non-Ceph Org,Advance,EUR,Corporate,2023-01-09,241.77,,,,Import,MORGAN Chemicals,2.0,1.0,0.0,0.0,0.0,0.0,159.6,3005-00014-0000,FREIGHT CHARGES,JOB,,,,,,,,, ,EXPENSE,,,,,,,, ,11-0000-84030108-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,15986.0,Mumtaz,2023-01-13,COLORCON LTD.,IMPORT RAW MAT,Brookes Non-Ceph Org,Brookes Non-Ceph Org,Advance,USD,Corporate,2023-01-13,226.5,,,,Import,Paradise International,2.0,1.0,0.0,0.0,0.0,0.0,502.96,3005-00014-0000,FREIGHT CHARGES,JOB,,2023-03-30,2023-03-30,,,,,, ,EXPENSE,,,,,,,, ,11-0000-84030108-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,16005.0,Atif Salam,2023-01-18,MUHAMMAD AHSAN CONTRACTOR,OTHER SERVICES,Brookes HO and IT Org,Brookes HO and IT Org,25 Days,PKR,,,,,,,Local Purchase,RE-FIX DOOR IN CEPH AREA BASEMENT STRUCK IN FRAME DUE TO JERK IN THE GROUND PLOT-59 WAREHOUSE,1.0,1.0,0.0,0.0,0.0,0.0,15750.0,3007-00010-0000,"MISCELLANEOUS CIVIL WORK - DOOR S.S. SIZE: 4.5 x 7 x 8"" = 31.5 SQFT DISMANTLE BY JACK HAMMER CUTTING AREA CLEAR AGAIN CONCRETE COLUMN OF 5/8 STEEL FIXING POURING OF CONCRETE + CEMENT WITH DOOR FIX WITH BALANCE TO SUPPORT X @500/-",JOB,26836.0,2023-02-06,2023-01-03,,Manufacturer Detail,,,, ,EXPENSE,Syed Moizuddin Hassan,Requisition Distribution DFF,Others,,,,,Warehouse ,11-2503-82010601-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,16008.0,Atif Salam,2023-01-18,WADITTAR ENGINEERING,OTHER SERVICES,Brookes HO and IT Org,Brookes HO and IT Org,25 Days,PKR,,,,,,,Local Purchase,REPAIR AND MAINTENANCE GEAR BOX MAKING OF KEY SLOT & FITTING FOR UNSCRAMBLE OF PYODINE FILLING LINE,1.0,1.0,0.0,0.0,0.0,0.0,4000.0,3009-00003-0000,REPAIR AND MAINTENANCE GEAR BOX MAKING OF KEY SLOT & FITTING FOR UNSCRAMBLE OF PYODINE FILLING LINE,NOS,26936.0,2023-02-11,2023-01-17,,,,,, ,EXPENSE,Rao Saifullah Muneer,Requisition Distribution DFF,Others,,,,7139.0,Packaging (Common) ,11-1251-82010607-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,16013.0,Atif Salam,2023-01-18,M.S.ENGINEERING,OTHER SERVICES,Brookes HO and IT Org,Brookes HO and IT Org,Advance Details as per Comments,PKR,,,,,,,Local Purchase,REQUIRED INSTALLATION OF FIRE ALARM SYSTEM AT RENTAL WAREHOUSE OFFICES & CANTEEN AREA.,1.0,200.0,0.0,0.0,0.0,0.0,400.0,3003-00003-0000,CABLE LAYING - SMOKE DETECTOR,MTR,26937.0,2023-03-11,2023-01-17,INPUT_ST_NR_13%,Manufacturer Detail,,,, ,EXPENSE,Muhammad Haris Ahsan,Requisition Distribution DFF,Others,,,,0.0,Warehouse ,11-2503-82010601-0000-00-0000-00-000,0.0,200.0
OPEN,OPEN,Brookes Pharma,16013.0,Atif Salam,2023-01-18,M.S.ENGINEERING,OTHER SERVICES,Brookes HO and IT Org,Brookes HO and IT Org,Advance Details as per Comments,PKR,,,,,,,Local Purchase,REQUIRED INSTALLATION OF FIRE ALARM SYSTEM AT RENTAL WAREHOUSE OFFICES & CANTEEN AREA.,2.0,7.0,0.0,0.0,0.0,0.0,7700.0,3009-00003-0000,SUPPLY AND INSTALLATION OF SMOKE DETECTOR,NOS,26937.0,2023-03-11,2023-01-17,INPUT_ST_NR_13%,Manufacturer Detail,,,, ,EXPENSE,Muhammad Haris Ahsan,Requisition Distribution DFF,Others,,,,0.0,Warehouse ,11-2503-82010607-0000-00-0000-00-000,0.0,7.0
OPEN,OPEN,Brookes Pharma,16013.0,Atif Salam,2023-01-18,M.S.ENGINEERING,OTHER SERVICES,Brookes HO and IT Org,Brookes HO and IT Org,Advance Details as per Comments,PKR,,,,,,,Local Purchase,REQUIRED INSTALLATION OF FIRE ALARM SYSTEM AT RENTAL WAREHOUSE OFFICES & CANTEEN AREA.,3.0,1.0,0.0,0.0,0.0,0.0,8500.0,3009-00003-0000,SUPPLY AND INSTALLATION MANUAL CALL POINT,NOS,26937.0,2023-03-11,2023-01-17,INPUT_ST_NR_13%,Manufacturer Detail,,,, ,EXPENSE,Muhammad Haris Ahsan,Requisition Distribution DFF,Others,,,,0.0,Warehouse ,11-2503-82010607-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,16013.0,Atif Salam,2023-01-18,M.S.ENGINEERING,OTHER SERVICES,Brookes HO and IT Org,Brookes HO and IT Org,Advance Details as per Comments,PKR,,,,,,,Local Purchase,REQUIRED INSTALLATION OF FIRE ALARM SYSTEM AT RENTAL WAREHOUSE OFFICES & CANTEEN AREA.,4.0,1.0,0.0,0.0,0.0,0.0,11000.0,3009-00003-0000,SUPPLY AND INSTALLATION OF SOUNDER WITH FLASHER,NOS,26937.0,2023-03-11,2023-01-17,INPUT_ST_NR_13%,Manufacturer Detail,,,, ,EXPENSE,Muhammad Haris Ahsan,Requisition Distribution DFF,Others,,,,,Warehouse ,11-2503-82010607-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,16014.0,Atif Salam,2023-01-18,EZZI ENGINEERING,LOCAL OTHER PUR,Brookes Maintenance Org,Brookes Maintenance Org,100% ADVANCE,PKR,,,,,,,Local Purchase,URGENTLY REQUIRED REPLACEMENT OF PART AT PLOT58 FIRE ALARM SYSTEM,2.0,1.0,0.0,0.0,0.0,0.0,25000.0,3005-00008-0000,LABOUR CHARGES FOR TROUBLE SHOOTING OF FIRE ALARM SYSTEM.,JOB,26935.0,2023-02-11,2023-01-17,INPUT_ST_NR_13%,,,,, ,EXPENSE,Muhammad Haris Ahsan,Requisition Distribution DFF,Others,,,,,Engineering (Common) ,11-2401-82010607-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,16057.0,Mumtaz,2023-01-26,BEIJING DEEPALL INTERNATIONAL TRADE CO. LTD.,IMPORT OTHR PUR,Brookes Maintenance Org,Brookes Maintenance Org,100% ADVANCE,USD,Corporate,2023-01-26,226.5,,,,Import,,2.0,1.0,0.0,0.0,0.0,0.0,350.0,3005-00014-0000,DHL Express Freight,JOB,,,,,,,,, ,EXPENSE,,,,,,,, ,11-0000-84030108-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,16106.0,Atif Salam,2023-02-02,RAYS TECHNOLOGIES,VALIDATION SER.,Brookes HO and IT Org,Brookes HO and IT Org,30 Days,PKR,,,,,,,Local Purchase,,1.0,1.0,0.0,0.0,0.0,0.0,35000.0,3006-00051-0000,"CALIBRATION CHARGES - VISCOMETER MODEL: DV-II+ BROOKFIELD, USA",JOB,27102.0,2023-02-18,2023-02-01,INPUT_ST_NR_13%,Manufacturer Detail,,,, ,EXPENSE,Muhammad Faisal Siddiqui,Requisition Distribution DFF,Others,,,,4747.0,Quality Control (Common) ,11-2101-82011706-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,16140.0,Mumtaz,2023-02-07,COLORCON LTD.,IMPORT RAW MAT,Brookes Non-Ceph Org,Brookes Non-Ceph Org,Advance,USD,Corporate,2023-02-07,226.5,,,,Import,Paradise International,2.0,1.0,0.0,0.0,0.0,0.0,174.43,3005-00014-0000,FREIGHT CHARGES,JOB,,,,,,,,, ,EXPENSE,,,,,,,, ,11-0000-84030108-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,16141.0,Mumtaz,2023-02-07,COLORCON LTD.,IMPORT RAW MAT,Brookes Non-Ceph Org,Brookes Non-Ceph Org,Advance,USD,Corporate,2023-02-07,226.5,,,,Import,Paradise International,3.0,1.0,0.0,0.0,0.0,0.0,353.98,3005-00014-0000,FREIGHT CHARGES,JOB,,,,,,,,, ,EXPENSE,,,,,,,, ,11-0000-84030108-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,16149.0,Atif Salam,2023-02-08,MULTINET PAKISTAN (PVT.) LIMITED,TELE & INTERNET,Brookes HO and IT Org,Brookes HO and IT Org,Advance Details as per Comments,PKR,,,,,,,Local Purchase,,1.0,12.0,9.5666,1243658.0,9.5666,1243658.0,130000.0,3011-00034-0000,FORTIGATE 200E FIREWALL WITH UTM SUBSCRIPTION MANAGED SERVICES & LOG ANALYZER ,NOS,27238.0,2024-02-10,2023-02-09,INPUT_ST_NR_13%,Manufacturer Detail,,,, ,EXPENSE,Syed Muhammad Tahir,Requisition Distribution DFF,Others,,,,,Networking ,11-0403-82011004-0000-00-0000-00-000,79.72166666666666,2.4334000000000007
OPEN,OPEN,Brookes Pharma,16177.0,Mumtaz,2023-02-15,IDEAL CURES PRIVATE LIMITED,IMPORT RAW MAT,Brookes Non-Ceph Org,Brookes Non-Ceph Org,LC Sight,USD,Corporate,2023-02-15,226.5,,,,Import,Transworld,2.0,1.0,0.0,0.0,0.0,0.0,280.0,3005-00014-0000,FREIGHT CHARGES,JOB,,,,,,,,, ,EXPENSE,,,,,,,, ,11-0000-84030108-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,16189.0,Atif Salam,2023-02-15,MUSLIM TRADING AGENCIES,OTHER SERVICES,Brookes HO and IT Org,Brookes HO and IT Org,30 Days,PKR,,,,,,,Local Purchase,PREVENTIVE MAINTENANCE & CALIBRATION FOR CLIMATIC CHAMBER & REFRIGERATOR,1.0,1.0,0.0,0.0,0.0,0.0,50000.0,3006-00051-0000,"PREVENTIVE MAINTENANCE AND CALIBRATION CHARGES - CLIMATIC CHAMBER MODEL: KBF 720, BINDER - GERMANY",JOB,27155.0,2023-02-28,2023-02-07,INPUT_ST_NR_13%,Manufacturer Detail,,,, ,EXPENSE,Muhammad Faisal Siddiqui,Requisition Distribution DFF,Others,,,,4768.0,Quality Control (Common) ,11-2101-82011706-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,16189.0,Atif Salam,2023-02-15,MUSLIM TRADING AGENCIES,OTHER SERVICES,Brookes HO and IT Org,Brookes HO and IT Org,30 Days,PKR,,,,,,,Local Purchase,PREVENTIVE MAINTENANCE & CALIBRATION FOR CLIMATIC CHAMBER & REFRIGERATOR,2.0,1.0,0.0,0.0,0.0,0.0,50000.0,3006-00051-0000,"PREVENTIVE MAINTENANCE AND CALIBRATION CHARGES - CLIMATIC CHAMBER MODEL: KBF 720, BINDER - GERMANY",JOB,27155.0,2023-02-28,2023-02-07,INPUT_ST_NR_13%,Manufacturer Detail,,,, ,EXPENSE,Muhammad Faisal Siddiqui,Requisition Distribution DFF,Others,,,,4769.0,Quality Control (Common) ,11-2101-82011706-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,16189.0,Atif Salam,2023-02-15,MUSLIM TRADING AGENCIES,OTHER SERVICES,Brookes HO and IT Org,Brookes HO and IT Org,30 Days,PKR,,,,,,,Local Purchase,PREVENTIVE MAINTENANCE & CALIBRATION FOR CLIMATIC CHAMBER & REFRIGERATOR,3.0,1.0,0.0,0.0,0.0,0.0,60000.0,3006-00051-0000,"PREVENTIVE MAINTENANCE AND CALIBRATION CHARGES - CLIMATIC CHAMBER MODEL: KBF 1020, BINDER - GERMANY",JOB,27155.0,2023-02-28,2023-02-07,INPUT_ST_NR_13%,Manufacturer Detail,,,, ,EXPENSE,Muhammad Faisal Siddiqui,Requisition Distribution DFF,Others,,,,4789.0,Quality Control (Common) ,11-2101-82011706-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,16189.0,Atif Salam,2023-02-15,MUSLIM TRADING AGENCIES,OTHER SERVICES,Brookes HO and IT Org,Brookes HO and IT Org,30 Days,PKR,,,,,,,Local Purchase,PREVENTIVE MAINTENANCE & CALIBRATION FOR CLIMATIC CHAMBER & REFRIGERATOR,4.0,1.0,0.0,0.0,0.0,0.0,60000.0,3006-00051-0000,"PREVENTIVE MAINTENANCE AND CALIBRATION CHARGES - CLIMATIC CHAMBER MODEL: KBF 1020, BINDER - GERMANY",JOB,27155.0,2023-02-28,2023-02-07,INPUT_ST_NR_13%,Manufacturer Detail,,,, ,EXPENSE,Muhammad Faisal Siddiqui,Requisition Distribution DFF,Others,,,,4790.0,Quality Control (Common) ,11-2101-82011706-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,16189.0,Atif Salam,2023-02-15,MUSLIM TRADING AGENCIES,OTHER SERVICES,Brookes HO and IT Org,Brookes HO and IT Org,30 Days,PKR,,,,,,,Local Purchase,PREVENTIVE MAINTENANCE & CALIBRATION FOR CLIMATIC CHAMBER & REFRIGERATOR,5.0,1.0,0.0,0.0,0.0,0.0,30000.0,3006-00051-0000,"PREVENTIVE MAINTENANCE AND CALIBRATION CHARGES - REFRIGERATOR MODEL: HYC 940, HAIER",JOB,27155.0,2023-02-28,2023-02-07,INPUT_ST_NR_13%,Manufacturer Detail,,,, ,EXPENSE,Muhammad Faisal Siddiqui,Requisition Distribution DFF,Others,,,,7054.0,Quality Control (Common) ,11-2101-82011706-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,16208.0,Atif Salam,2023-02-15,ARSALAN ENGINEERING SERVICES,OTHER SERVICES,Brookes HO and IT Org,Brookes HO and IT Org,30 Days,PKR,,,,,,,Local Purchase,REQUIRED FOR SACHET FILLING MACHINE BOSSAR,1.0,1.0,0.0,0.0,0.0,0.0,12000.0,3009-00003-0000,REPAIR AND MAINTENANCE - SEALING JAWS FOR SACHET MACHINE BOSSAR,SET,27171.0,2023-03-31,2023-02-07,,Manufacturer Detail,,,, ,EXPENSE,Rao Saifullah Muneer,Requisition Distribution DFF,Others,,,,8085.0,Packaging (Common) ,11-1251-82010607-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,16283.0,Atif Salam,2023-02-27,SINDH SUSTAINABLE DEVELOPMENT FUND,LOCAL GOVT TAX,Brookes HO and IT Org,Brookes HO and IT Org,1 Day,PKR,,,,,,,Local Purchase,REQUIRED GOVRERNMET FEE FOR SINDH SUSTAINABLE DEVELOPMENT FUND FOR THE PERIOD JAN 2023 TILL DEC-2023,1.0,1.0,0.0,0.0,0.0,0.0,25000.0,3010-00003-0000,SINDH SUSTAINABLE DEVELOPMENT FUND,JOB,27315.0,2023-03-10,2023-03-01,,Manufacturer Detail,,FOR THE PERIOD JAN 2023 TILL DEC-2023,, ,EXPENSE,Muhammad Ahmed Khan,Requisition Distribution DFF,Others,,,,,"Health, Safety And Environment (Common) ",11-2601-22020307-0000-00-0000-00-000,0.0,1.0
OPEN,OPEN,Brookes Pharma,16285.0,Atif Salam,2023-02-27,AIMS TEC (PRIVATE) LIMITED,VALIDATION SER.,Brookes HO and IT Org,Brookes HO and IT Org,30 Days,PKR,,,,,,,Local Purchase,REQUIRED QUARTERLY ENVIRONMENTAL MONITORING,1.0,4.0,2.0,58200.0,2.0,58200.0,29100.0,3006-00051-0000,"ENVIRONMENTAL MONITORING 02 = WASTEWATER (PH, TDS, COD, TEMP., TSS, EFLUENT FLOW) 04 = GENERATOR EMISSION (CO, SO2, PM, SMOKE, NOX, NOISE) 01 = BOILER EMISSION 04 = NOISE",JOB,27317.0,2023-12-31,2023-04-03,INPUT_ST_NR_13%,Manufacturer Detail,,FOR THE PERIOD OF JANUARY 2023 TO DECEMBER 2023 (FOR 4 QUARTERS),, ,EXPENSE,Muhammad Ahmed Khan,Requisition Distribution DFF,Others,,,Quarterly Environmental Monitoring (Jan-22 to Dec-22),,"Health, Safety And Environment (Common) ",11-2601-82011706-0000-00-0000-00-000,50.0,2.0
